Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism
WP_168247905.1	NG_068209.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284354.1	NG_070188.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_134600670.1	NG_070189.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284357.1	NG_070190.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284360.1	NG_070191.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284362.1	NG_070192.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284365.1	NG_070193.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284368.1	NG_070194.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284370.1	NG_070195.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19980.1	KJ949058.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284371.1	NG_070196.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_023118898.1	NG_070197.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284372.1	NG_070198.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_133452685.1	NG_070199.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284373.1	NG_070200.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284374.1	NG_070201.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284375.1	NG_070202.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284376.1	NG_070203.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284377.1	NG_070204.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284378.1	NG_070205.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19981.1	KJ949059.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284379.1	NG_070206.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284380.1	NG_070207.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_049305288.1	NG_070208.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_132710363.1	NG_070209.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284381.1	NG_070210.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284382.1	NG_070211.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284383.1	NG_070212.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284384.1	NG_070213.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284385.1	NG_070214.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284386.1	NG_070215.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19982.1	KJ949060.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284387.1	NG_070216.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284388.1	NG_070217.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179284389.1	NG_070218.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_179945705.1	NG_070227.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_141563014.1	NG_070228.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_058135553.1	NG_070229.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_188331879.1	NG_070751.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_094954583.1	NG_070752.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749407.1	NG_071216.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749408.1	NG_071217.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_043083525.1	NG_049919.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749409.1	NG_071218.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749410.1	NG_071219.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749411.1	NG_071220.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749412.1	NG_071221.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749413.1	NG_071222.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749414.1	NG_071223.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_197749415.1	NG_071224.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204376240.1	NG_073478.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204376241.1	NG_073479.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204376242.1	NG_073480.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19984.1	KJ949062.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204376243.1	NG_073481.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204376244.1	NG_073482.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204376245.1	NG_073483.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204378708.1	NG_073489.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204378709.1	NG_073490.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204378710.1	NG_073491.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_204378711.1	NG_073492.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19985.1	KJ949063.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19986.1	KJ949064.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
ACQ82810.1	FJ666068.1	PDC beta-lactamase	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic inactivation
AIG19987.1	KJ949065.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19988.1	KJ949066.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19989.1	KJ949067.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19990.1	KJ949068.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19991.1	KJ949069.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19992.1	KJ949070.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19993.1	KJ949071.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19994.1	KJ949072.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_063864583.1	NG_049932.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19996.1	KJ949074.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
ACQ82811.1	FJ666069.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_043089496.1	NG_049935.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19998.1	KJ949076.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG19999.1	KJ949077.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20000.1	KJ949078.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_043104614.1	NG_049939.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20002.1	KJ949080.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20003.1	KJ949081.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20004.1	KJ949082.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20005.1	KJ949083.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20006.1	KJ949084.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
ACQ82812.1	FJ666070.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20007.1	KJ949085.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_031630420.1	NG_049947.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AIG20009.1	KJ949087.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18013.1	KR057742.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_040184286.1	NG_051744.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18015.1	KR057744.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18016.1	KR057745.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18017.1	KR057746.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18018.1	KR057747.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18019.1	KR057748.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
ACQ82813.1	FJ666071.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
ANJ78206.1	KX354370.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18021.1	KR057750.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18022.1	KR057751.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18023.1	KR057752.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18024.1	KR057753.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18025.1	KR057754.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
KSN86152.1	LLSH01000109.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18027.1	KR057756.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18028.1	KR057757.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18029.1	KR057758.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
ACQ82814.1	FJ666072.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18030.1	KR057759.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18031.1	KR057760.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18032.1	KR057761.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AKR18033.1	KR057762.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_063864586.1	NG_049951.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_063864587.1	NG_049952.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_063864588.1	NG_049953.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_061196139.1	NG_049954.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_023913271.1	NG_049955.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
WP_063864589.1	NG_049956.1	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation
AJP77059.1	KP109677.1	subclass B3 PEDO beta-lactamase	carbapenem	antibiotic inactivation
AJP77071.1	KP109678.1	subclass B3 PEDO beta-lactamase	carbapenem	antibiotic inactivation
AJP77076.1	KP109679.1	subclass B1 PEDO beta-lactamase	carbapenem	antibiotic inactivation
CAA79968.1	Z21957.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_001100752.1	NG_059319.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_104009831.1	NG_056387.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_096865225.1	NG_059335.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_136512105.1	NG_064782.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_156404659.1	NG_067159.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_168247906.1	NG_068210.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_202089433.1	NG_073484.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
CAA63714.1	X93314.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
AAU89132.1	AY740681.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
ACE77058.1	EU748544.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_063864594.1	NG_049964.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
ADD80743.1	GQ396303.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
AEI54993.1	HQ713678.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_063864596.1	NG_049967.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
WP_063864597.1	NG_049968.1	PER beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic inactivation
ADI87853.1	HM537013.1	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
WP_148044470.1	NG_065936.1	PFM beta-lactamase	carbapenem	antibiotic inactivation
WP_057012521.1	NG_067160.1	PFM beta-lactamase	carbapenem	antibiotic inactivation
WP_156404660.1	NG_067161.1	PFM beta-lactamase	carbapenem	antibiotic inactivation
BAG33043.1	AP009380.1	lipid A phosphatase	peptide antibiotic	antibiotic target alteration
WP_032699754.1	NG_049969.1	PLA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation
WP_047664983.1	NG_049970.1	PLA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation
WP_032696109.1	NG_049971.1	PLA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation
WP_063864598.1	NG_049972.1	PLA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation
AAB39605.1	U67308.1	elfamycin resistant EF-Tu	N/A	antibiotic target alteration
BAA03718.1	D16171.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
WP_041884311.1	NG_055471.1	PLN beta-lactamase	carbapenem	antibiotic inactivation
WP_063864599.1	NG_049973.1	PME beta-lactamase	carbapenem	antibiotic inactivation
AAG04750.1	AE004091.2	multidrug and toxic compound extrusion (MATE) transporter	aminoglycoside antibiotic;disinfecting agents and antiseptics;fluoroquinolone antibiotic	antibiotic efflux
AAK99679.1	AE007317.1	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
AAC75314.1	U00096.1	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic efflux;antibiotic target alteration
AWN09461.1	MF445022.1	PNGM beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation
WP_044403015.1	NG_049974.1	POM beta-lactamase	carbapenem	antibiotic inactivation
WP_140423326.1	NG_065446.1	POM beta-lactamase	carbapenem	antibiotic inactivation
APB87301.1	KY086517.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
AVI44920.1	MF095097.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	oxazolidinone antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic target protection
BAA07072.1	D37826.1	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
QTV22830.1	MW854031.1	PRC beta-lactamase	cephalosporin;penam	antibiotic inactivation
N/A	Y10819.1	23S rRNA with mutation conferring resistance to macrolide antibiotics	macrolide antibiotic	antibiotic target alteration
CAA11473.1	AJ223604.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
NP_249397.1	NC_002516.2	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
SIP52035.1	LT673656.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
AAG08375.1	AE004091.2	small multidrug resistance (SMR) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
BAA37152.1	AB003428.1	fluoroquinolone resistant parC	fluoroquinolone antibiotic	antibiotic target alteration
AAG06556.1	AE004091.2	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic	antibiotic target alteration
AAG04347.1	AE004091.2	Outer Membrane Porin (Opr)	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
AAG08352.1	AE004091.2	fluoroquinolone resistant parE	fluoroquinolone antibiotic	antibiotic target alteration
AAG05661.1	AE004091.2	ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux;antibiotic target alteration
AAG04568.1	AE004091.2	ATP-binding cassette (ABC) antibiotic efflux pump;pmr phosphoethanolamine transferase	macrolide antibiotic;peptide antibiotic	antibiotic efflux;antibiotic target alteration;resistance by absence
